,ARS,BL_name,ADE2,ADE3,ADE4,ADE5,ADE6,EF5_Verbandsbezeichnung,GEM_TYPE,ADE2_LAND,ADE2_LAND,ADE3_REG_BEZ,ADE3_REG_BEZ,ADE4_KREIS,ADE4_KREIS,ADE5_VERB_GEM,ADE5_VERB_GEM,ADE6_GEMEINDE,ADE6_GEMEINDE,EF1_Satzart,Fläche in ha,Fläche in ha,Fläche in ha,"Bevölkerung, insgesamt","Bevölkerung, insgesamt","Bevölkerung, insgesamt","Bevölkerung, männlich","Bevölkerung, männlich","Bevölkerung, männlich",Neue Postleitzahl,Neue Postleitzahl,Finanzamtsbezirk,Finanzamtsbezirk,Gerichtsbarkeit,Gerichtsbarkeit,Arbeitsagenturbezirk,Arbeitsagenturbezirk,Bundestagswahlkreise,Bundestagswahlkreise
,,,,,,,,,,mean,count,mean,count,mean,count,mean,count,mean,count,count,sum,median,mean,sum,median,mean,sum,median,mean,nunique,unique,nunique,unique,nunique,unique,nunique,unique,nunique,unique
6391,091750133133,Bayern,09,1,75,0133,133,Pliening,Kreisangehörige Gemeinde,9.0,1,1.0,1,75.0,1,133.0,1,133.0,1,1,2279,2279.0,2279.0,5982,5982.0,5982.0,3011,3011.0,3011.0,1,['85652     '],1,[9112],1,[27038],1,[23112],1,[12]
6392,091750135135,Bayern,09,1,75,0135,135,Poing,Kreisangehörige Gemeinde,9.0,1,1.0,1,75.0,1,135.0,1,135.0,1,1,1292,1292.0,1292.0,16666,16666.0,16666.0,8364,8364.0,8364.0,1,['85586*****'],1,[9112],1,[27038],1,[23112],1,[12]
6393,091750137137,Bayern,09,1,75,0137,137,Steinhöring,Kreisangehörige Gemeinde,9.0,1,1.0,1,75.0,1,137.0,1,137.0,1,1,3631,3631.0,3631.0,4078,4078.0,4078.0,2039,2039.0,2039.0,1,['85643     '],1,[9112],1,[27038],1,[23112],1,[12]
6394,091750139139,Bayern,09,1,75,0139,139,Zorneding,Kreisangehörige Gemeinde,9.0,1,1.0,1,75.0,1,139.0,1,139.0,1,1,2379,2379.0,2379.0,9570,9570.0,9570.0,4756,4756.0,4756.0,1,['85604*****'],1,[9112],1,[27038],1,[23112],1,[12]
6395,091755112112,Bayern,09,1,75,5112,112,Aßling,Kreisangehörige Gemeinde,9.0,1,1.0,1,75.0,1,5112.0,1,112.0,1,1,3137,3137.0,3137.0,4631,4631.0,4631.0,2298,2298.0,2298.0,1,['85617     '],1,[9112],1,[27038],1,[23112],1,[12]
6396,091755112119,Bayern,09,1,75,5112,119,Frauenneuharting,Kreisangehörige Gemeinde,9.0,1,1.0,1,75.0,1,5112.0,1,119.0,1,1,2269,2269.0,2269.0,1577,1577.0,1577.0,791,791.0,791.0,1,['83553*****'],1,[9112],1,[27038],1,[23112],1,[12]
6397,091755112136,Bayern,09,1,75,5112,136,Emmering,Kreisangehörige Gemeinde,9.0,1,1.0,1,75.0,1,5112.0,1,136.0,1,1,1723,1723.0,1723.0,1505,1505.0,1505.0,770,770.0,770.0,1,['83550*****'],1,[9112],1,[27038],1,[23112],1,[12]
6398,091755114113,Bayern,09,1,75,5114,113,Baiern,Kreisangehörige Gemeinde,9.0,1,1.0,1,75.0,1,5114.0,1,113.0,1,1,1997,1997.0,1997.0,1531,1531.0,1531.0,778,778.0,778.0,1,['85625*****'],1,[9112],1,[27038],1,[23112],1,[12]
6399,091755114114,Bayern,09,1,75,5114,114,Bruck,Kreisangehörige Gemeinde,9.0,1,1.0,1,75.0,1,5114.0,1,114.0,1,1,2159,2159.0,2159.0,1353,1353.0,1353.0,689,689.0,689.0,1,['85567*****'],1,[9112],1,[27038],1,[23112],1,[12]
6400,091755114116,Bayern,09,1,75,5114,116,Egmating,Kreisangehörige Gemeinde,9.0,1,1.0,1,75.0,1,5114.0,1,116.0,1,1,1916,1916.0,1916.0,2391,2391.0,2391.0,1220,1220.0,1220.0,1,['85658*****'],1,[9112],1,[27038],1,[23112],1,[12]
6401,091755114121,Bayern,09,1,75,5114,121,"Glonn, M",Markt,9.0,1,1.0,1,75.0,1,5114.0,1,121.0,1,1,3023,3023.0,3023.0,5329,5329.0,5329.0,2684,2684.0,2684.0,1,['85625*****'],1,[9112],1,[27038],1,[23112],1,[12]
6402,091755114128,Bayern,09,1,75,5114,128,Moosach,Kreisangehörige Gemeinde,9.0,1,1.0,1,75.0,1,5114.0,1,128.0,1,1,1820,1820.0,1820.0,1510,1510.0,1510.0,744,744.0,744.0,1,['85665*****'],1,[9112],1,[27038],1,[23112],1,[12]
6403,091755114131,Bayern,09,1,75,5114,131,Oberpframmern,Kreisangehörige Gemeinde,9.0,1,1.0,1,75.0,1,5114.0,1,131.0,1,1,1847,1847.0,1847.0,2503,2503.0,2503.0,1288,1288.0,1288.0,1,['85667*****'],1,[9112],1,[27038],1,[23112],1,[12]
6404,091759451451,Bayern,09,1,75,9451,451,Anzinger Forst,"gemeindefreies Gebiet, unbewohnt",9.0,1,1.0,1,75.0,1,9451.0,1,451.0,1,1,3103,3103.0,3103.0,0,0.0,0.0,0,0.0,0.0,1,['          '],1,[9112],1,[2703],1,[2],1,[12]
6405,091759452452,Bayern,09,1,75,9452,452,Ebersberger Forst,"gemeindefreies Gebiet, unbewohnt",9.0,1,1.0,1,75.0,1,9452.0,1,452.0,1,1,1783,1783.0,1783.0,0,0.0,0.0,0,0.0,0.0,1,['          '],1,[9112],1,[2703],1,[2],1,[12]
6406,091759453453,Bayern,09,1,75,9453,453,Eglhartinger Forst,"gemeindefreies Gebiet, unbewohnt",9.0,1,1.0,1,75.0,1,9453.0,1,453.0,1,1,2677,2677.0,2677.0,0,0.0,0.0,0,0.0,0.0,1,['          '],1,[9112],1,[2703],1,[2],1,[12]
6407,091760112112,Bayern,09,1,76,0112,112,"Altmannstein, M",Markt,9.0,1,1.0,1,76.0,1,112.0,1,112.0,1,1,11413,11413.0,11413.0,7165,7165.0,7165.0,3647,3647.0,3647.0,1,['93336     '],1,[9171],1,[0],1,[27032],1,[15]
6408,091760114114,Bayern,09,1,76,0114,114,"Beilngries, St",Stadt,9.0,1,1.0,1,76.0,1,114.0,1,114.0,1,1,10002,10002.0,10002.0,10282,10282.0,10282.0,5230,5230.0,5230.0,1,['92339*****'],1,[9171],1,[0],1,[27032],1,[15]
6409,091760118118,Bayern,09,1,76,0118,118,Buxheim,Kreisangehörige Gemeinde,9.0,1,1.0,1,76.0,1,118.0,1,118.0,1,1,2253,2253.0,2253.0,3741,3741.0,3741.0,1875,1875.0,1875.0,1,['85114     '],1,[9171],1,[0],1,[27032],1,[15]
6410,091760120120,Bayern,09,1,76,0120,120,Denkendorf,Kreisangehörige Gemeinde,9.0,1,1.0,1,76.0,1,120.0,1,120.0,1,1,4783,4783.0,4783.0,5060,5060.0,5060.0,2627,2627.0,2627.0,1,['85095     '],1,[9171],1,[0],1,[27032],1,[15]
6411,091760121121,Bayern,09,1,76,0121,121,"Dollnstein, M",Markt,9.0,1,1.0,1,76.0,1,121.0,1,121.0,1,1,4051,4051.0,4051.0,2939,2939.0,2939.0,1519,1519.0,1519.0,1,['91795     '],1,[9171],1,[0],1,[27032],1,[15]
6412,091760123123,Bayern,09,1,76,0123,123,"Eichstätt, GKSt",große Kreisstadt,9.0,1,1.0,1,76.0,1,123.0,1,123.0,1,1,4779,4779.0,4779.0,13867,13867.0,13867.0,6675,6675.0,6675.0,1,['85072*****'],1,[9171],1,[0],1,[27032],1,[15]
6413,091760126126,Bayern,09,1,76,0126,126,"Gaimersheim, M",Markt,9.0,1,1.0,1,76.0,1,126.0,1,126.0,1,1,2821,2821.0,2821.0,12436,12436.0,12436.0,6223,6223.0,6223.0,1,['85080     '],1,[9171],1,[0],1,[27032],1,[15]
6414,091760129129,Bayern,09,1,76,0129,129,Großmehring,Kreisangehörige Gemeinde,9.0,1,1.0,1,76.0,1,129.0,1,129.0,1,1,4743,4743.0,4743.0,7621,7621.0,7621.0,3985,3985.0,3985.0,1,['85098*****'],1,[9171],1,[0],1,[27032],1,[15]
6415,091760131131,Bayern,09,1,76,0131,131,Hepberg,Kreisangehörige Gemeinde,9.0,1,1.0,1,76.0,1,131.0,1,131.0,1,1,416,416.0,416.0,3047,3047.0,3047.0,1522,1522.0,1522.0,1,['85120     '],1,[9171],1,[0],1,[27032],1,[15]
6416,091760132132,Bayern,09,1,76,0132,132,Hitzhofen,Kreisangehörige Gemeinde,9.0,1,1.0,1,76.0,1,132.0,1,132.0,1,1,3378,3378.0,3378.0,3053,3053.0,3053.0,1556,1556.0,1556.0,1,['85122     '],1,[9171],1,[0],1,[27032],1,[15]
6417,091760137137,Bayern,09,1,76,0137,137,"Kinding, M",Markt,9.0,1,1.0,1,76.0,1,137.0,1,137.0,1,1,5170,5170.0,5170.0,2499,2499.0,2499.0,1245,1245.0,1245.0,1,['85125     '],1,[9171],1,[0],1,[27032],1,[15]
6418,091760138138,Bayern,09,1,76,0138,138,"Kipfenberg, M",Markt,9.0,1,1.0,1,76.0,1,138.0,1,138.0,1,1,8143,8143.0,8143.0,5992,5992.0,5992.0,3070,3070.0,3070.0,1,['85110*****'],1,[9171],1,[0],1,[27032],1,[15]
6419,091760139139,Bayern,09,1,76,0139,139,"Kösching, M",Markt,9.0,1,1.0,1,76.0,1,139.0,1,139.0,1,1,5569,5569.0,5569.0,9994,9994.0,9994.0,5099,5099.0,5099.0,1,['85092     '],1,[9171],1,[0],1,[27032],1,[15]
6420,091760143143,Bayern,09,1,76,0143,143,Lenting,Kreisangehörige Gemeinde,9.0,1,1.0,1,76.0,1,143.0,1,143.0,1,1,848,848.0,848.0,4976,4976.0,4976.0,2496,2496.0,2496.0,1,['85101*****'],1,[9171],1,[0],1,[27032],1,[15]
6421,091760148148,Bayern,09,1,76,0148,148,"Mörnsheim, M",Markt,9.0,1,1.0,1,76.0,1,148.0,1,148.0,1,1,3345,3345.0,3345.0,1603,1603.0,1603.0,809,809.0,809.0,1,['91804*****'],1,[9171],1,[0],1,[27032],1,[15]
6422,091760161161,Bayern,09,1,76,0161,161,Stammham,Kreisangehörige Gemeinde,9.0,1,1.0,1,76.0,1,161.0,1,161.0,1,1,3902,3902.0,3902.0,4246,4246.0,4246.0,2161,2161.0,2161.0,1,['85134*****'],1,[9171],1,[0],1,[27032],1,[15]
6423,091760164164,Bayern,09,1,76,0164,164,"Titting, M",Markt,9.0,1,1.0,1,76.0,1,164.0,1,164.0,1,1,7111,7111.0,7111.0,2685,2685.0,2685.0,1446,1446.0,1446.0,1,['85135     '],1,[9171],1,[0],1,[27032],1,[15]
6424,091760166166,Bayern,09,1,76,0166,166,"Wellheim, M",Markt,9.0,1,1.0,1,76.0,1,166.0,1,166.0,1,1,3381,3381.0,3381.0,2720,2720.0,2720.0,1358,1358.0,1358.0,1,['91809     '],1,[9171],1,[0],1,[27032],1,[15]
6425,091760167167,Bayern,09,1,76,0167,167,Wettstetten,Kreisangehörige Gemeinde,9.0,1,1.0,1,76.0,1,167.0,1,167.0,1,1,1247,1247.0,1247.0,5089,5089.0,5089.0,2596,2596.0,2596.0,1,['85139     '],1,[9171],1,[0],1,[27032],1,[15]
6426,091765115155,Bayern,09,1,76,5115,155,Pollenfeld,Kreisangehörige Gemeinde,9.0,1,1.0,1,76.0,1,5115.0,1,155.0,1,1,4563,4563.0,4563.0,3123,3123.0,3123.0,1596,1596.0,1596.0,1,['85131*****'],1,[9171],1,[0],1,[27032],1,[15]
6427,091765115160,Bayern,09,1,76,5115,160,Schernfeld,Kreisangehörige Gemeinde,9.0,1,1.0,1,76.0,1,5115.0,1,160.0,1,1,5225,5225.0,5225.0,3336,3336.0,3336.0,1694,1694.0,1694.0,1,['85132*****'],1,[9171],1,[0],1,[27032],1,[15]
6428,091765115165,Bayern,09,1,76,5115,165,Walting,Kreisangehörige Gemeinde,9.0,1,1.0,1,76.0,1,5115.0,1,165.0,1,1,3972,3972.0,3972.0,2369,2369.0,2369.0,1225,1225.0,1225.0,1,['85137*****'],1,[9171],1,[0],1,[27032],1,[15]
6429,091765116116,Bayern,09,1,76,5116,116,Böhmfeld,Kreisangehörige Gemeinde,9.0,1,1.0,1,76.0,1,5116.0,1,116.0,1,1,1626,1626.0,1626.0,1713,1713.0,1713.0,889,889.0,889.0,1,['85113     '],1,[9171],1,[0],1,[27032],1,[15]
6430,091765116124,Bayern,09,1,76,5116,124,Eitensheim,Kreisangehörige Gemeinde,9.0,1,1.0,1,76.0,1,5116.0,1,124.0,1,1,1571,1571.0,1571.0,3042,3042.0,3042.0,1535,1535.0,1535.0,1,['85117     '],1,[9171],1,[0],1,[27032],1,[15]
6431,091765118111,Bayern,09,1,76,5118,111,Adelschlag,Kreisangehörige Gemeinde,9.0,1,1.0,1,76.0,1,5118.0,1,111.0,1,1,5195,5195.0,5195.0,3087,3087.0,3087.0,1548,1548.0,1548.0,1,['85111*****'],1,[9171],1,[0],1,[27032],1,[15]
6432,091765118122,Bayern,09,1,76,5118,122,Egweil,Kreisangehörige Gemeinde,9.0,1,1.0,1,76.0,1,5118.0,1,122.0,1,1,939,939.0,939.0,1222,1222.0,1222.0,604,604.0,604.0,1,['85116*****'],1,[9171],1,[0],1,[27032],1,[15]
6433,091765118149,Bayern,09,1,76,5118,149,"Nassenfels, M",Markt,9.0,1,1.0,1,76.0,1,5118.0,1,149.0,1,1,1840,1840.0,1840.0,2338,2338.0,2338.0,1207,1207.0,1207.0,1,['85128     '],1,[9171],1,[0],1,[27032],1,[15]
6434,091765119147,Bayern,09,1,76,5119,147,Mindelstetten,Kreisangehörige Gemeinde,9.0,1,1.0,1,76.0,1,5119.0,1,147.0,1,1,2268,2268.0,2268.0,1837,1837.0,1837.0,953,953.0,953.0,1,['93349     '],1,[9171],1,[0],1,[27032],1,[15]
6435,091765119150,Bayern,09,1,76,5119,150,Oberdolling,Kreisangehörige Gemeinde,9.0,1,1.0,1,76.0,1,5119.0,1,150.0,1,1,1936,1936.0,1936.0,1369,1369.0,1369.0,684,684.0,684.0,1,['85129     '],1,[9171],1,[0],1,[27032],1,[15]
6436,091765119153,Bayern,09,1,76,5119,153,"Pförring, M",Markt,9.0,1,1.0,1,76.0,1,5119.0,1,153.0,1,1,4351,4351.0,4351.0,4114,4114.0,4114.0,2115,2115.0,2115.0,1,['85104     '],1,[9171],1,[0],1,[27032],1,[15]
6437,091769451451,Bayern,09,1,76,9451,451,Haunstetter Forst,"gemeindefreies Gebiet, unbewohnt",9.0,1,1.0,1,76.0,1,9451.0,1,451.0,1,1,543,543.0,543.0,0,0.0,0.0,0,0.0,0.0,1,['          '],1,[9171],1,[0],1,[2],1,[15]
6438,091770113113,Bayern,09,1,77,0113,113,Bockhorn,Kreisangehörige Gemeinde,9.0,1,1.0,1,77.0,1,113.0,1,113.0,1,1,4715,4715.0,4715.0,4216,4216.0,4216.0,2115,2115.0,2115.0,1,['85461     '],1,[9114],1,[24118],1,[23052],1,[12]
6439,091770115115,Bayern,09,1,77,0115,115,"Dorfen, St",Stadt,9.0,1,1.0,1,77.0,1,115.0,1,115.0,1,1,9956,9956.0,9956.0,15197,15197.0,15197.0,7560,7560.0,7560.0,1,['84405*****'],1,[9114],1,[24118],1,[23052],1,[12]
6440,091770117117,Bayern,09,1,77,0117,117,"Erding, GKSt",große Kreisstadt,9.0,1,1.0,1,77.0,1,117.0,1,117.0,1,1,5461,5461.0,5461.0,37169,37169.0,37169.0,17972,17972.0,17972.0,1,['85435*****'],1,[9114],1,[24118],1,[23052],1,[12]
6441,091770118118,Bayern,09,1,77,0118,118,Finsing,Kreisangehörige Gemeinde,9.0,1,1.0,1,77.0,1,118.0,1,118.0,1,1,2318,2318.0,2318.0,4769,4769.0,4769.0,2385,2385.0,2385.0,1,['85464     '],1,[9114],1,[24118],1,[23052],1,[12]
6442,091770119119,Bayern,09,1,77,0119,119,Forstern,Kreisangehörige Gemeinde,9.0,1,1.0,1,77.0,1,119.0,1,119.0,1,1,1538,1538.0,1538.0,3735,3735.0,3735.0,1916,1916.0,1916.0,1,['85659     '],1,[9114],1,[24118],1,[23052],1,[12]
6443,091770120120,Bayern,09,1,77,0120,120,Fraunberg,Kreisangehörige Gemeinde,9.0,1,1.0,1,77.0,1,120.0,1,120.0,1,1,4236,4236.0,4236.0,3966,3966.0,3966.0,1973,1973.0,1973.0,1,['85447     '],1,[9114],1,[24118],1,[23052],1,[12]
6444,091770123123,Bayern,09,1,77,0123,123,"Isen, M",Markt,9.0,1,1.0,1,77.0,1,123.0,1,123.0,1,1,4378,4378.0,4378.0,5780,5780.0,5780.0,2936,2936.0,2936.0,1,['84424     '],1,[9114],1,[24118],1,[23052],1,[12]
6445,091770127127,Bayern,09,1,77,0127,127,Lengdorf,Kreisangehörige Gemeinde,9.0,1,1.0,1,77.0,1,127.0,1,127.0,1,1,3394,3394.0,3394.0,2777,2777.0,2777.0,1405,1405.0,1405.0,1,['84435     '],1,[9114],1,[24118],1,[23052],1,[12]
6446,091770130130,Bayern,09,1,77,0130,130,Moosinning,Kreisangehörige Gemeinde,9.0,1,1.0,1,77.0,1,130.0,1,130.0,1,1,3996,3996.0,3996.0,6265,6265.0,6265.0,3227,3227.0,3227.0,1,['85452     '],1,[9114],1,[24118],1,[23052],1,[12]
6447,091770137137,Bayern,09,1,77,0137,137,Sankt Wolfgang,Kreisangehörige Gemeinde,9.0,1,1.0,1,77.0,1,137.0,1,137.0,1,1,4631,4631.0,4631.0,4594,4594.0,4594.0,2383,2383.0,2383.0,1,['84427*****'],1,[9114],1,[24118],1,[23052],1,[12]
6448,091770139139,Bayern,09,1,77,0139,139,Taufkirchen (Vils),Kreisangehörige Gemeinde,9.0,1,1.0,1,77.0,1,139.0,1,139.0,1,1,7018,7018.0,7018.0,10826,10826.0,10826.0,5488,5488.0,5488.0,1,['84416     '],1,[9114],1,[24118],1,[23052],1,[12]
6449,091775120114,Bayern,09,1,77,5120,114,Buch a.Buchrain,Kreisangehörige Gemeinde,9.0,1,1.0,1,77.0,1,5120.0,1,114.0,1,1,2274,2274.0,2274.0,1652,1652.0,1652.0,862,862.0,862.0,1,['85656*****'],1,[9114],1,[24118],1,[23052],1,[12]
6450,091775120135,Bayern,09,1,77,5120,135,Pastetten,Kreisangehörige Gemeinde,9.0,1,1.0,1,77.0,1,5120.0,1,135.0,1,1,2208,2208.0,2208.0,2834,2834.0,2834.0,1473,1473.0,1473.0,1,['85669     '],1,[9114],1,[24118],1,[23052],1,[12]
6451,091775121142,Bayern,09,1,77,5121,142,Walpertskirchen,Kreisangehörige Gemeinde,9.0,1,1.0,1,77.0,1,5121.0,1,142.0,1,1,1845,1845.0,1845.0,2190,2190.0,2190.0,1142,1142.0,1142.0,1,['85469*****'],1,[9114],1,[24118],1,[23052],1,[12]
6452,091775121144,Bayern,09,1,77,5121,144,Wörth,Kreisangehörige Gemeinde,9.0,1,1.0,1,77.0,1,5121.0,1,144.0,1,1,2105,2105.0,2105.0,4483,4483.0,4483.0,2281,2281.0,2281.0,1,['85457     '],1,[9114],1,[24118],1,[23052],1,[12]
6453,091775123116,Bayern,09,1,77,5123,116,Eitting,Kreisangehörige Gemeinde,9.0,1,1.0,1,77.0,1,5123.0,1,116.0,1,1,3563,3563.0,3563.0,3082,3082.0,3082.0,1623,1623.0,1623.0,1,['85462*****'],1,[9114],1,[24118],1,[23052],1,[12]
6454,091775123133,Bayern,09,1,77,5123,133,Oberding,Kreisangehörige Gemeinde,9.0,1,1.0,1,77.0,1,5123.0,1,133.0,1,1,6472,6472.0,6472.0,6792,6792.0,6792.0,3497,3497.0,3497.0,1,['85445*****'],1,[9114],1,[24118],1,[23052],1,[12]
6455,091775124131,Bayern,09,1,77,5124,131,Neuching,Kreisangehörige Gemeinde,9.0,1,1.0,1,77.0,1,5124.0,1,131.0,1,1,1968,1968.0,1968.0,2780,2780.0,2780.0,1409,1409.0,1409.0,1,['85467     '],1,[9114],1,[24118],1,[23052],1,[12]
6456,091775124134,Bayern,09,1,77,5124,134,Ottenhofen,Kreisangehörige Gemeinde,9.0,1,1.0,1,77.0,1,5124.0,1,134.0,1,1,1027,1027.0,1027.0,1949,1949.0,1949.0,978,978.0,978.0,1,['85570*****'],1,[9114],1,[24118],1,[23052],1,[12]
6457,091775125121,Bayern,09,1,77,5125,121,Hohenpolding,Kreisangehörige Gemeinde,9.0,1,1.0,1,77.0,1,5125.0,1,121.0,1,1,2742,2742.0,2742.0,1651,1651.0,1651.0,845,845.0,845.0,1,['84432*****'],1,[9114],1,[24118],1,[23052],1,[12]
6458,091775125122,Bayern,09,1,77,5125,122,Inning a.Holz,Kreisangehörige Gemeinde,9.0,1,1.0,1,77.0,1,5125.0,1,122.0,1,1,1184,1184.0,1184.0,1570,1570.0,1570.0,783,783.0,783.0,1,['84416*****'],1,[9114],1,[24118],1,[23052],1,[12]
6459,091775125124,Bayern,09,1,77,5125,124,Kirchberg,Kreisangehörige Gemeinde,9.0,1,1.0,1,77.0,1,5125.0,1,124.0,1,1,1710,1710.0,1710.0,1164,1164.0,1164.0,598,598.0,598.0,1,['84434*****'],1,[9114],1,[24118],1,[23052],1,[12]
6460,091775125138,Bayern,09,1,77,5125,138,Steinkirchen,Kreisangehörige Gemeinde,9.0,1,1.0,1,77.0,1,5125.0,1,138.0,1,1,1808,1808.0,1808.0,1349,1349.0,1349.0,706,706.0,706.0,1,['84439     '],1,[9114],1,[24118],1,[23052],1,[12]
6461,091775126112,Bayern,09,1,77,5126,112,Berglern,Kreisangehörige Gemeinde,9.0,1,1.0,1,77.0,1,5126.0,1,112.0,1,1,1988,1988.0,1988.0,3068,3068.0,3068.0,1566,1566.0,1566.0,1,['85459*****'],1,[9114],1,[24118],1,[23052],1,[12]
6462,091775126126,Bayern,09,1,77,5126,126,Langenpreising,Kreisangehörige Gemeinde,9.0,1,1.0,1,77.0,1,5126.0,1,126.0,1,1,2750,2750.0,2750.0,2938,2938.0,2938.0,1522,1522.0,1522.0,1,['85465*****'],1,[9114],1,[24118],1,[23052],1,[12]
6463,091775126143,Bayern,09,1,77,5126,143,"Wartenberg, M",Markt,9.0,1,1.0,1,77.0,1,5126.0,1,143.0,1,1,1788,1788.0,1788.0,5744,5744.0,5744.0,2930,2930.0,2930.0,1,['85456*****'],1,[9114],1,[24118],1,[23052],1,[12]
6464,091780116116,Bayern,09,1,78,0116,116,"Au i.d.Hallertau, M",Markt,9.0,1,1.0,1,78.0,1,116.0,1,116.0,1,1,5499,5499.0,5499.0,6348,6348.0,6348.0,3282,3282.0,3282.0,1,['84072     '],1,[9115],1,[24128],1,[23012],1,[13]
6465,091780120120,Bayern,09,1,78,0120,120,Eching,Kreisangehörige Gemeinde,9.0,1,1.0,1,78.0,1,120.0,1,120.0,1,1,3732,3732.0,3732.0,14475,14475.0,14475.0,7414,7414.0,7414.0,1,['85386     '],1,[9115],1,[24128],1,[23012],1,[13]
6466,091780122122,Bayern,09,1,78,0122,122,Rudelzhausen,Kreisangehörige Gemeinde,9.0,1,1.0,1,78.0,1,122.0,1,122.0,1,1,4080,4080.0,4080.0,3498,3498.0,3498.0,1795,1795.0,1795.0,1,['84104     '],1,[9115],1,[24128],1,[23012],1,[13]
6467,091780123123,Bayern,09,1,78,0123,123,Fahrenzhausen,Kreisangehörige Gemeinde,9.0,1,1.0,1,78.0,1,123.0,1,123.0,1,1,3764,3764.0,3764.0,5138,5138.0,5138.0,2683,2683.0,2683.0,1,['85777     '],1,[9115],1,[24128],1,[23012],1,[13]
6468,091780124124,Bayern,09,1,78,0124,124,"Freising, GKSt",große Kreisstadt,9.0,1,1.0,1,78.0,1,124.0,1,124.0,1,1,8859,8859.0,8859.0,49939,49939.0,49939.0,25165,25165.0,25165.0,1,['85350*****'],1,[9115],1,[24128],1,[23012],1,[13]
6469,091780130130,Bayern,09,1,78,0130,130,Hallbergmoos,Kreisangehörige Gemeinde,9.0,1,1.0,1,78.0,1,130.0,1,130.0,1,1,3509,3509.0,3509.0,12140,12140.0,12140.0,6419,6419.0,6419.0,1,['85399*****'],1,[9115],1,[24128],1,[23012],1,[13]
6470,091780133133,Bayern,09,1,78,0133,133,Hohenkammer,Kreisangehörige Gemeinde,9.0,1,1.0,1,78.0,1,133.0,1,133.0,1,1,2574,2574.0,2574.0,2716,2716.0,2716.0,1425,1425.0,1425.0,1,['85411     '],1,[9115],1,[24128],1,[23012],1,[13]
6471,091780136136,Bayern,09,1,78,0136,136,Kirchdorf a.d.Amper,Kreisangehörige Gemeinde,9.0,1,1.0,1,78.0,1,136.0,1,136.0,1,1,3297,3297.0,3297.0,3303,3303.0,3303.0,1708,1708.0,1708.0,1,['85414     '],1,[9115],1,[24128],1,[23012],1,[13]
6472,091780137137,Bayern,09,1,78,0137,137,Kranzberg,Kreisangehörige Gemeinde,9.0,1,1.0,1,78.0,1,137.0,1,137.0,1,1,3950,3950.0,3950.0,4263,4263.0,4263.0,2156,2156.0,2156.0,1,['85402     '],1,[9115],1,[24128],1,[23012],1,[13]
6473,091780138138,Bayern,09,1,78,0138,138,Langenbach,Kreisangehörige Gemeinde,9.0,1,1.0,1,78.0,1,138.0,1,138.0,1,1,2689,2689.0,2689.0,4110,4110.0,4110.0,2087,2087.0,2087.0,1,['85416     '],1,[9115],1,[24128],1,[23012],1,[13]
6474,091780140140,Bayern,09,1,78,0140,140,Marzling,Kreisangehörige Gemeinde,9.0,1,1.0,1,78.0,1,140.0,1,140.0,1,1,2050,2050.0,2050.0,3311,3311.0,3311.0,1704,1704.0,1704.0,1,['85417     '],1,[9115],1,[24128],1,[23012],1,[13]
6475,091780143143,Bayern,09,1,78,0143,143,"Moosburg a.d.Isar, St",Stadt,9.0,1,1.0,1,78.0,1,143.0,1,143.0,1,1,4385,4385.0,4385.0,20027,20027.0,20027.0,10113,10113.0,10113.0,1,['85368     '],1,[9115],1,[24128],1,[23012],1,[13]
6476,091780144144,Bayern,09,1,78,0144,144,"Nandlstadt, M",Markt,9.0,1,1.0,1,78.0,1,144.0,1,144.0,1,1,3430,3430.0,3430.0,5643,5643.0,5643.0,2855,2855.0,2855.0,1,['85405*****'],1,[9115],1,[24128],1,[23012],1,[13]
6477,091780145145,Bayern,09,1,78,0145,145,Neufahrn b.Freising,Kreisangehörige Gemeinde,9.0,1,1.0,1,78.0,1,145.0,1,145.0,1,1,4554,4554.0,4554.0,20819,20819.0,20819.0,10755,10755.0,10755.0,1,['85371*****'],1,[9115],1,[24128],1,[23012],1,[13]
6478,091785127113,Bayern,09,1,78,5127,113,Allershausen,Kreisangehörige Gemeinde,9.0,1,1.0,1,78.0,1,5127.0,1,113.0,1,1,2655,2655.0,2655.0,6271,6271.0,6271.0,3306,3306.0,3306.0,1,['85391*****'],1,[9115],1,[24128],1,[23012],1,[13]
6479,091785127150,Bayern,09,1,78,5127,150,Paunzhausen,Kreisangehörige Gemeinde,9.0,1,1.0,1,78.0,1,5127.0,1,150.0,1,1,1274,1274.0,1274.0,1605,1605.0,1605.0,820,820.0,820.0,1,['85307*****'],1,[9115],1,[24128],1,[23012],1,[13]
6480,091785129125,Bayern,09,1,78,5129,125,Gammelsdorf,Kreisangehörige Gemeinde,9.0,1,1.0,1,78.0,1,5129.0,1,125.0,1,1,2162,2162.0,2162.0,1578,1578.0,1578.0,810,810.0,810.0,1,['85408*****'],1,[9115],1,[24128],1,[23012],1,[13]
6481,091785129132,Bayern,09,1,78,5129,132,Hörgertshausen,Kreisangehörige Gemeinde,9.0,1,1.0,1,78.0,1,5129.0,1,132.0,1,1,2148,2148.0,2148.0,2001,2001.0,2001.0,1010,1010.0,1010.0,1,['85413*****'],1,[9115],1,[24128],1,[23012],1,[13]
