Tabelle: 1000A-0001
Personen: Bevölkerungszahl und Fläche (Gemeinden);;;;;
Bevölkerung kompakt (Gebietsstand 15.05.2022);;;;;;;;
;;;Personen;;Fläche;;Bevölkerungsdichte;
;;;Anzahl;Anzahl;qkm;qkm;Ew/qkm;Ew/qkm
;130725261011;Benitz;409;e;9,72;e;42;e
;130725261018;Bröbberow;669;e;14,39;e;46;e
;130725261051;Kassow;349;e;14,42;e;24;e
;130725261090;Rukieten;362;e;12,30;e;29;e
;130725261095;Schwaan, Stadt;4945;e;38,28;e;129;e
;130725261110;Vorbeck;367;e;15,60;e;24;e
;130725261116;Wiendorf;819;e;17,65;e;46;e
;130725262021;Cammin;787;e;32,22;e;24;e
;130725262034;Gnewitz;274;e;10,09;e;27;e
;130725262037;Grammow;161;e;16,25;e;10;e
;130725262076;Nustrow;173;e;6,95;e;25;e
;130725262097;Selpin;504;e;33,10;e;15;e
;130725262102;Stubbendorf;166;e;9,64;e;17;e
;130725262105;Tessin, Blumenstadt;4032;e;24,51;e;165;e
;130725262107;Thelkow;458;e;25,86;e;18;e
;130725262118;Zarnewanz;460;e;15,24;e;30;e
;130725263030;Elmenhorst/Lichtenhagen;4236;e;12,07;e;351;e
;130725263057;Kritzmow;3924;e;14,93;e;263;e
;130725263064;Lambrechtshagen;2881;e;13,55;e;213;e
;130725263077;Papendorf;2551;e;22,64;e;113;e
;130725263080;Pölchow;963;e;12,56;e;77;e
;130725263098;Stäbelow;1359;e;15,12;e;90;e
;130725263121;Ziesendorf;1450;e;26,51;e;55;e
;130730011011;Binz, Ostseebad;4967;e;25,18;e;197;e
;130730035035;Grimmen, Stadt;9060;e;50,51;e;179;e
;130730055055;Marlow, Stadt;4554;e;140,52;e;32;e
;130730070070;Putbus, Stadt;4469;e;66,69;e;67;e
;130730080080;Sassnitz, Stadt;9010;e;47,41;e;190;e
;130730088088;Stralsund, Hansestadt;53996;e;54,59;e;989;e
;130730089089;Süderholz;3920;e;149,55;e;26;e
;130730105105;Zingst, Ostseeheilbad;2929;e;50,50;e;58;e
;130735351005;Altenpleen;953;e;20,10;e;47;e
;130735351037;Groß Mohrdorf;786;e;41,47;e;19;e
;130735351044;Klausdorf;672;e;11,78;e;57;e
;130735351046;Kramerhof;1899;e;18,07;e;105;e
;130735351066;Preetz;1119;e;14,20;e;79;e
;130735351068;Prohn;2145;e;16,20;e;132;e
;130735352009;Barth, Stadt;7876;e;41,18;e;191;e
;130735352018;Divitz-Spoldershagen;509;e;27,56;e;18;e
;130735352025;Fuhlendorf;822;e;17,19;e;48;e
;130735352042;Karnin;227;e;12,67;e;18;e
;130735352043;Kenz-Küstrow;517;e;17,76;e;29;e
;130735352051;Löbnitz;605;e;22,32;e;27;e
;130735352053;Lüdershagen;558;e;13,98;e;40;e
;130735352069;Pruchten;758;e;8,23;e;92;e
;130735352077;Saal;1488;e;49,30;e;30;e
;130735352094;Trinwillershagen;1186;e;34,32;e;35;e
;130735353010;Bergen auf Rügen, Stadt;13646;e;51,49;e;265;e
;130735353014;Buschvitz;235;e;10,25;e;23;e
;130735353027;Garz/Rügen, Stadt;2196;e;65,91;e;33;e
;130735353038;Gustow;607;e;28,41;e;21;e
;130735353049;Lietzow;238;e;8,39;e;28;e
;130735353063;Parchtitz;740;e;25,10;e;29;e
;130735353064;Patzig;438;e;8,06;e;54;e
;130735353065;Poseritz;949;e;40,20;e;24;e
;130735353072;Ralswiek;244;e;16,55;e;15;e
;130735353074;Rappin;307;e;28,71;e;11;e
;130735353083;Sehlen;890;e;20,60;e;43;e
;130735354002;Ahrenshoop, Ostseebad;611;e;5,27;e;116;e
;130735354012;Born a. Darß;1073;e;63,56;e;17;e
;130735354017;Dierhagen, Ostseebad;1492;e;27,63;e;54;e
;130735354067;Prerow, Ostseebad;1290;e;11,29;e;114;e
;130735354100;Wieck a. Darß;707;e;9,02;e;78;e
;130735354103;Wustrow, Ostseebad;1134;e;6,88;e;165;e
;130735355024;Franzburg, Stadt;1248;e;15,20;e;82;e
;130735355029;Glewitz;545;e;41,99;e;13;e
;130735355034;Gremersdorf-Buchholz;630;e;50,10;e;13;e
;130735355057;Millienhagen-Oebelitz;309;e;25,56;e;12;e
;130735355062;Papenhagen;528;e;21,01;e;25;e
;130735355076;Richtenberg, Stadt;1277;e;15,67;e;81;e
;130735355086;Splietsdorf;450;e;26,39;e;17;e
;130735355096;Velgast;1497;e;71,90;e;21;e
;130735355097;Weitenhagen;228;e;17,05;e;13;e
;130735355098;Wendisch Baggendorf;506;e;21,51;e;24;e
;130735356023;Elmenhorst;671;e;22,52;e;30;e
;130735356090;Sundhagen;5157;e;159,81;e;32;e
;130735356102;Wittenhagen;1086;e;46,98;e;23;e
;130735357006;Baabe, Ostseebad;920;e;2,26;e;407;e
;130735357031;Göhren, Ostseebad;1212;e;6,93;e;175;e
;130735357048;Lancken-Granitz;479;e;13,79;e;35;e
;130735357084;Sellin, Ostseebad;2501;e;14,45;e;173;e
;130735357106;Zirkow;658;e;25,76;e;26;e
;130735357107;Mönchgut, Ostseebad;1302;e;20,66;e;63;e
;130735358036;Groß Kordshagen;304;e;16,45;e;18;e
;130735358041;Jakobsdorf;460;e;17,71;e;26;e
;130735358054;Lüssow;803;e;19,03;e;42;e
;130735358060;Niepars;2385;e;64,95;e;37;e
;130735358061;Pantelitz;887;e;14,42;e;62;e
;130735358087;Steinhagen;2536;e;33,49;e;76;e
;130735358099;Wendorf;867;e;15,79;e;55;e
;130735358104;Zarrendorf;1123;e;4,67;e;240;e
;130735359004;Altenkirchen;883;e;22,66;e;39;e
;130735359013;Breege;587;e;16,02;e;37;e
;130735359019;Dranske;1060;e;20,75;e;51;e
;130735359030;Glowe;923;e;22,29;e;41;e
;130735359052;Lohme;471;e;13,80;e;34;e
;130735359071;Putgarten;180;e;12,63;e;14;e
;130735359078;Sagard;2347;e;27,92;e;84;e
;130735359101;Wiek;988;e;25,44;e;39;e
;130735360007;Bad Sülze, Stadt;1671;e;26,67;e;63;e
;130735360015;Dettmannsdorf;1039;e;44,52;e;23;e
;130735360016;Deyelsdorf;460;e;29,85;e;15;e
;130735360020;Drechow;210;e;15,55;e;14;e
;130735360022;Eixen;701;e;56,17;e;12;e
;130735360032;Grammendorf;526;e;35,92;e;15;e
;130735360033;Gransebieth;524;e;23,33;e;22;e
;130735360039;Hugoldsdorf;120;e;14,23;e;8;e
;130735360050;Lindholz;619;e;40,02;e;15;e
;130735360093;Tribsees, Stadt;2531;e;54,98;e;46;e
;130735361001;Ahrenshagen-Daskow;2107;e;58,28;e;36;e
;130735361075;Ribnitz-Damgarten, Bernsteinstadt;15095;e;122,83;e;123;e
;130735361082;Schlemmin;276;e;21,79;e;13;e
;130735361085;Semlow;647;e;34,69;e;19;e
;130735362003;Altefähr;1262;e;20,59;e;61;e
;130735362021;Dreschvitz;746;e;22,64;e;33;e
;130735362028;Gingst;1206;e;21,75;e;55;e
;130735362040;Insel Hiddensee, Seebad;942;e;19,07;e;49;e
;130735362045;Kluis;393;e;21,50;e;18;e
;130735362059;Neuenkirchen;274;e;22,94;e;12;e
;130735362073;Rambin;922;e;31,47;e;29;e
;130735362079;Samtens;1988;e;32,50;e;61;e
;130735362081;Schaprode;421;e;19,76;e;21;e
;130735362092;Trent;657;e;35,42;e;19;e
;130735362095;Ummanz;574;e;43,09;e;13;e
;130740026026;Grevesmühlen, Stadt;10354;e;52,38;e;198;e
;130740035035;Insel Poel, Ostseebad;2523;e;36,34;e;69;e
;130740087087;Wismar, Hansestadt;42764;e;41,72;e;1025;e
;130745451002;Bad Kleinen;3755;e;23,54;e;160;e
;130745451003;Barnekow;575;e;15,63;e;37;e
;130745451008;Bobitz;2486;e;65,64;e;38;e
;130745451019;Dorf Mecklenburg;3165;e;30,06;e;105;e
;130745451030;Groß Stieten;552;e;6,54;e;84;e
;130745451031;Hohen Viecheln;673;e;18,72;e;36;e
;130745451047;Lübow;1585;e;35,35;e;45;e
;130745451053;Metelsdorf;476;e;8,21;e;58;e
;130745451082;Ventschow;735;e;13,63;e;54;e
;130745452020;Dragun;723;e;20,62;e;35;e
;130745452021;Gadebusch, Stadt;5076;e;47,76;e;106;e
;130745452040;Kneese;343;e;15,87;e;22;e
;130745452043;Krembz;884;e;39,16;e;23;e
;130745452054;Mühlen Eichsen;940;e;23,71;e;40;e
;130745452068;Roggendorf;992;e;31,26;e;32;e
;130745452070;Rögnitz;190;e;11,43;e;17;e
;130745452081;Veelböken;649;e;32,62;e;20;e
;130745453005;Bernstorf;367;e;17,57;e;21;e
;130745453022;Gägelow;2456;e;22,67;e;108;e
;130745453069;Roggenstorf;474;e;20,01;e;24;e
;130745453071;Rüting;518;e;15,16;e;34;e
;130745453077;Testorf-Steinfort;623;e;23,86;e;26;e
;130745453079;Upahl;1617;e;48,26;e;34;e
;130745453085;Warnow;628;e;16,07;e;39;e
;130745453093;Stepenitztal;1784;e;45,25;e;39;e
;130745454010;Boltenhagen, Ostseebad;2456;e;18,35;e;134;e
;130745454016;Damshagen;1294;e;38,57;e;34;e
;130745454032;Hohenkirchen;1177;e;41,09;e;29;e
;130745454037;Kalkhorst;1729;e;51,98;e;33;e
;130745454039;Klütz, Stadt;3078;e;44,43;e;69;e
;130745454089;Zierow;782;e;10,11;e;77;e
;130745455001;Alt Meteln;1149;e;23,22;e;49;e
;130745455012;Brüsewitz;1872;e;29,94;e;63;e
;130745455014;Cramonshagen;515;e;10,20;e;50;e
;130745455015;Dalberg-Wendelstorf;537;e;9,59;e;56;e
;130745455024;Gottesgabe;751;e;22,21;e;34;e
;130745455025;Grambow;645;e;19,82;e;33;e
;130745455038;Klein Trebbow;1095;e;25,38;e;43;e
;130745455048;Lübstorf;1443;e;43,88;e;33;e
;130745455050;Lützow;1543;e;24,89;e;62;e
;130745455061;Perlin;377;e;13,46;e;28;e
;130745455062;Pingelshagen;526;e;2,08;e;253;e
;130745455064;Pokrent;690;e;15,65;e;44;e
;130745455072;Schildetal;718;e;19,38;e;37;e
;130745455075;Seehof;927;e;4,35;e;213;e
;130745455088;Zickhusen;529;e;12,49;e;42;e
;130745456004;Benz;644;e;22,77;e;28;e
;130745456007;Blowatz;1236;e;30,30;e;41;e
;130745456009;Boiensdorf;498;e;12,77;e;39;e
;130745456034;Hornstorf;1268;e;14,90;e;85;e
;130745456044;Krusenhagen;584;e;11,25;e;52;e
;130745456056;Neuburg;2184;e;44,11;e;50;e
;130745457006;Bibow;377;e;23,21;e;16;e
;130745457023;Glasin;805;e;39,60;e;20;e
;130745457036;Jesendorf;506;e;21,25;e;24;e
;130745457046;Lübberstorf;231;e;13,11;e;18;e
;130745457057;Neukloster, Stadt;3999;e;27,51;e;145;e
;130745457060;Passee;202;e;16,20;e;12;e
;130745457084;Warin, Stadt;3147;e;44,45;e;71;e
;130745457090;Zurow;1288;e;40,80;e;32;e
;130745457091;Züsow;304;e;19,54;e;16;e
;130745458013;Carlow;1195;e;31,81;e;38;e
;130745458018;Dechow;190;e;15,15;e;13;e
;130745458028;Groß Molzahn;396;e;6,31;e;63;e
;130745458033;Holdorf;416;e;13,57;e;31;e
;130745458042;Königsfeld;949;e;32,75;e;29;e
;130745458065;Rehna, Stadt;3536;e;44,59;e;79;e
;130745458066;Rieps;357;e;12,32;e;29;e
;130745458073;Schlagsdorf;1231;e;20,44;e;60;e
;130745458078;Thandorf;185;e;9,09;e;20;e
;130745458080;Utecht;419;e;11,09;e;38;e
;130745458092;Wedendorfersee;695;e;24,92;e;28;e
;130745459017;Dassow, Stadt;4030;e;66,97;e;60;e
;130745459027;Grieben;155;e;6,29;e;25;e
;130745459049;Lüdersdorf;5161;e;54,76;e;94;e
;130745459052;Menzendorf;241;e;9,83;e;25;e
;130745459067;Roduchelstorf;243;e;9,93;e;24;e
;130745459074;Schönberg, Stadt;4415;e;52,19;e;85;e
;130745459076;Selmsdorf;3077;e;36,81;e;84;e
;130745459094;Siemz-Niendorf;599;e;26,36;e;23;e
;130750005005;Anklam, Hansestadt;11864;e;56,68;e;209;e
;130750039039;Greifswald, Universitäts- und Hansestadt;55617;e;50,81;e;1095;e
;130750049049;Heringsdorf, Ostseebad;5991;e;37,81;e;158;e
;130750105105;Pasewalk, Stadt;9714;e;55,21;e;176;e
;130750130130;Strasburg (Uckermark), Stadt;4359;e;87,48;e;50;e
;130750136136;Ueckermünde, Seebad , Stadt;8794;e;85,87;e;102;e
;130755551021;Buggenhagen;201;e;27,11;e;7;e
;130755551072;Krummin;215;e;10,63;e;20;e
;130755551074;Lassan, Stadt;1268;e;28,21;e;45;e
;130755551087;Lütow;408;e;16,34;e;25;e
;130755551124;Sauzin;400;e;6,65;e;60;e
;130755551144;Wolgast, Stadt;10838;e;61,73;e;176;e
;130755551147;Zemitz;620;e;30,93;e;20;e
;130755552001;Ahlbeck;610;e;18,76;e;33;e
;130755552003;Altwarp;422;e;32,75;e;13;e
;130755552031;Eggesin, Stadt;4769;e;88,22;e;54;e
;130755552037;Grambin;407;e;18,39;e;22;e
;130755552051;Hintersee;330;e;44,60;e;7;e
;130755552075;Leopoldshagen;609;e;19,57;e;31;e
;130755552078;Liepgarten;776;e;32,89;e;24;e
;130755552084;Lübs;341;e;30,21;e;11;e
;130755552085;Luckow;555;e;37,33;e;15;e
;130755552089;Meiersberg;408;e;10,16;e;40;e
;130755552093;Mönkebude;768;e;34,99;e;22;e
;130755552139;Vogelsang-Warsin;347;e;63,37;e;5;e
;130755553007;Bargischow;278;e;21,78;e;13;e
;130755553013;Blesewitz;244;e;12,64;e;19;e
;130755553015;Boldekow;633;e;48,52;e;13;e
;130755553020;Bugewitz;237;e;57,16;e;4;e
;130755553022;Butzow;435;e;12,85;e;34;e
;130755553029;Ducherow;2268;e;77,53;e;29;e
;130755553053;Iven;174;e;15,74;e;11;e
;130755553068;Krien;671;e;21,94;e;31;e
;130755553073;Krusenfelde;158;e;12,56;e;13;e
;130755553088;Medow;492;e;28,99;e;17;e
;130755553098;Neu Kosenow;446;e;25,02;e;18;e
;130755553101;Neuenkirchen;216;e;15,70;e;14;e
;130755553110;Postlow;302;e;14,75;e;20;e
;130755553116;Rossin;168;e;12,63;e;13;e
;130755553122;Sarnow;364;e;23,32;e;16;e
;130755553127;Spantekow;1061;e;70,84;e;15;e
;130755553128;Stolpe an der Peene;283;e;17,67;e;16;e
;130755553155;Neetzow-Liepen;819;e;43,23;e;19;e
;130755554002;Alt Tellin;384;e;24,39;e;16;e
;130755554009;Bentzin;829;e;38,87;e;21;e
;130755554023;Daberkow;335;e;15,38;e;22;e
;130755554054;Jarmen, Stadt;2874;e;30,71;e;94;e
;130755554070;Kruckow;666;e;35,54;e;19;e
;130755554134;Tutow;996;e;6,05;e;165;e
;130755554140;Völschow;522;e;21,72;e;24;e
;130755555008;Behrenhoff;836;e;24,48;e;34;e
;130755555025;Dargelin;369;e;15,72;e;23;e
;130755555027;Dersekow;1127;e;26,26;e;43;e
;130755555050;Hinrichshagen;910;e;10,04;e;91;e
;130755555076;Levenhagen;405;e;13,28;e;30;e
;130755555091;Mesekenhagen;1060;e;25,52;e;42;e
;130755555102;Neuenkirchen;2382;e;23,41;e;102;e
;130755555141;Wackerow;1506;e;31,79;e;47;e
;130755555142;Weitenhagen;2097;e;38,42;e;55;e
;130755556011;Bergholz;316;e;21,76;e;15;e
;130755556012;Blankensee;560;e;34,20;e;16;e
;130755556016;Boock;584;e;12,89;e;45;e
;130755556035;Glasow;155;e;15,59;e;10;e
;130755556038;Grambow;864;e;35,31;e;24;e
;130755556067;Krackow;621;e;44,18;e;14;e
;130755556079;Löcknitz;3238;e;22,80;e;142;e
;130755556095;Nadrensee;348;e;20,74;e;17;e
;130755556107;Penkun, Stadt;1841;e;78,87;e;23;e
;130755556108;Plöwen;288;e;15,20;e;19;e
;130755556113;Ramin;678;e;46,97;e;14;e
;130755556117;Rossow;453;e;23,15;e;20;e
;130755556119;Rothenklempenow;597;e;58,40;e;10;e
;130755557018;Brünzow;672;e;16,16;e;42;e
;130755557046;Hanshagen;878;e;9,86;e;89;e
;130755557059;Katzow;597;e;26,23;e;23;e
;130755557060;Kemnitz;1144;e;19,34;e;59;e
;130755557069;Kröslin;1813;e;22,40;e;81;e
;130755557081;Loissin;786;e;15,48;e;51;e
;130755557083;Lubmin, Seebad;2122;e;13,84;e;153;e
;130755557097;Neu Boltenhagen;568;e;24,52;e;23;e
;130755557120;Rubenow;791;e;35,40;e;22;e
;130755557146;Wusterhusen;1098;e;19,17;e;57;e
;130755558036;Görmin;885;e;35,20;e;25;e
;130755558082;Loitz, Stadt;4267;e;89,91;e;47;e
;130755558123;Sassen-Trantow;802;e;45,35;e;18;e
;130755559004;Altwigshagen;382;e;28,68;e;13;e
;130755559033;Ferdinandshof;2604;e;47,37;e;55;e
;130755559045;Hammer a.d. Uecker;459;e;21,62;e;21;e
;130755559048;Heinrichswalde;389;e;14,32;e;27;e
;130755559118;Rothemühl;295;e;30,75;e;10;e
;130755559131;Torgelow, Stadt;8896;e;72,19;e;123;e
;130755559143;Wilhelmsburg;734;e;47,20;e;16;e
;130755560017;Brietzig;191;e;10,57;e;18;e
;130755560032;Fahrenwalde;269;e;26,11;e;10;e
;130755560042;Groß Luckow;184;e;8,97;e;21;e
;130755560055;Jatznick;2186;e;62,24;e;35;e
;130755560063;Koblentz;190;e;22,98;e;8;e
;130755560071;Krugsdorf;474;e;8,34;e;57;e
;130755560103;Nieden;155;e;6,50;e;24;e
;130755560104;Papendorf;196;e;10,42;e;19;e
;130755560109;Polzow;241;e;8,51;e;28;e
;130755560115;Rollwitz;872;e;35,60;e;24;e
;130755560126;Schönwalde;412;e;21,03;e;20;e
;130755560138;Viereck;961;e;54,84;e;18;e
;130755560149;Zerrenthin;464;e;14,42;e;32;e
;130755561058;Karlshagen, Ostseebad;2865;e;5,03;e;570;e
;130755561092;Mölschow;696;e;15,45;e;45;e
;130755561106;Peenemünde;331;e;25,74;e;13;e
;130755561133;Trassenheide, Ostseebad;765;e;6,53;e;117;e
;130755561151;Zinnowitz, Ostseebad;3715;e;8,89;e;418;e
;130755562010;Benz;1074;e;24,73;e;43;e
;130755562026;Dargen;552;e;28,23;e;20;e
;130755562034;Garz;279;e;10,12;e;28;e
;130755562056;Kamminke;234;e;2,95;e;79;e
;130755562065;Korswandt;581;e;12,90;e;45;e
;130755562066;Koserow, Ostseebad;1584;e;6,07;e;261;e
;130755562080;Loddin, Seebad;933;e;6,12;e;152;e
;130755562090;Mellenthin;428;e;19,16;e;22;e
;130755562111;Pudagla;460;e;13,27;e;35;e
;130755562114;Rankwitz;528;e;30,90;e;17;e
;130755562129;Stolpe auf Usedom;341;e;15,00;e;23;e
;130755562135;Ückeritz, Seebad;1000;e;13,69;e;73;e
;130755562137;Usedom, Stadt;1492;e;39,06;e;38;e
;130755562148;Zempin, Seebad;930;e;3,32;e;280;e
;130755562152;Zirchow;577;e;9,53;e;61;e
;130755563006;Bandelin;573;e;17,19;e;33;e
;130755563040;Gribow;134;e;8,26;e;16;e
;130755563041;Groß Kiesow;1217;e;47,74;e;25;e
;130755563043;Groß Polzin;378;e;29,58;e;13;e
;130755563044;Gützkow, Stadt;3027;e;57,65;e;53;e
;130755563061;Klein Bünzow;652;e;34,69;e;19;e
;130755563094;Murchin;822;e;46,73;e;18;e
;130755563121;Rubkow;600;e;35,03;e;17;e
;130755563125;Schmatzin;273;e;17,70;e;15;e
;130755563145;Wrangelsburg;246;e;15,29;e;16;e
;130755563150;Ziethen;428;e;18,39;e;23;e
;130755563154;Züssow;1278;e;29,64;e;43;e
;130755563156;Karlsburg;1778;e;34,36;e;52;e
;130760014014;Boizenburg/ Elbe, Stadt;11009;e;47,42;e;232;e
;130760060060;Hagenow, Stadt;11855;e;67,54;e;176;e
;130760088088;Lübtheen, Stadt;4639;e;120,16;e;39;e
;130760090090;Ludwigslust, Stadt;11845;e;78,64;e;151;e
;130760108108;Parchim, Stadt;17814;e;124,81;e;143;e
;130765652009;Bengerstorf;500;e;32,95;e;15;e
;130765652010;Besitz;443;e;22,26;e;20;e
;130765652016;Brahlstorf;690;e;21,96;e;31;e
;130765652030;Dersenow;457;e;22,51;e;20;e
;130765652054;Gresse;630;e;21,08;e;30;e
;130765652055;Greven;773;e;40,09;e;19;e
;130765652102;Neu Gülze;739;e;13,07;e;57;e
;130765652106;Nostorf;764;e;20,10;e;38;e
;130765652122;Schwanheide;702;e;26,63;e;26;e
;130765652136;Teldau;865;e;27,55;e;31;e
;130765652138;Tessin b. Boizenburg;375;e;10,25;e;37;e
;130765654034;Dömitz, Stadt;2930;e;60,57;e;48;e
;130765654053;Grebs-Niendorf;546;e;31,27;e;17;e
;130765654067;Karenz;223;e;6,88;e;32;e
;130765654093;Malk Göhren;403;e;22,57;e;18;e
;130765654094;Malliß;1115;e;25,27;e;44;e
;130765654103;Neu Kaliß;1928;e;34,20;e;56;e
;130765654143;Vielank;1291;e;77,57;e;17;e
;130765655040;Gallin-Kuppentin;442;e;29,72;e;15;e
;130765655051;Granzin;386;e;22,80;e;17;e
;130765655075;Kreien;354;e;24,90;e;14;e
;130765655077;Kritzow;468;e;25,13;e;19;e
;130765655089;Lübz, Stadt;5958;e;74,69;e;80;e
;130765655109;Passow;700;e;24,81;e;28;e
;130765655125;Siggelkow;848;e;55,57;e;15;e
;130765655151;Werder;334;e;18,17;e;18;e
;130765655165;Gehlsbach;528;e;33,19;e;16;e
;130765655168;Ruhner Berge;1744;e;94,55;e;18;e
;130765656032;Dobbertin;1110;e;59,25;e;19;e
;130765656048;Goldberg, Stadt;3275;e;64,72;e;51;e
;130765656096;Mestlin;722;e;32,80;e;22;e
;130765656104;Neu Poserin;504;e;47,38;e;11;e
;130765656135;Techentin;710;e;41,72;e;17;e
;130765657003;Balow;316;e;12,83;e;25;e
;130765657021;Brunow;297;e;21,40;e;14;e
;130765657027;Dambeck;286;e;17,39;e;16;e
;130765657037;Eldena;1167;e;34,21;e;34;e
;130765657049;Gorlosen;457;e;53,22;e;9;e
;130765657050;Grabow, Stadt;5436;e;72,27;e;75;e
;130765657069;Karstädt;608;e;19,79;e;31;e
;130765657076;Kremmin;245;e;16,91;e;14;e
;130765657097;Milow;353;e;33,65;e;10;e
;130765657098;Möllenbeck;191;e;19,30;e;10;e
;130765657100;Muchow;273;e;19,39;e;14;e
;130765657115;Prislich;695;e;29,30;e;24;e
;130765657161;Zierzow;391;e;13,33;e;29;e
;130765658002;Alt Zachun;352;e;8,43;e;42;e
;130765658004;Bandenitz;492;e;17,43;e;28;e
;130765658008;Belsch;220;e;22,59;e;10;e
;130765658013;Bobzin;255;e;6,09;e;42;e
;130765658019;Bresegard bei Picher;287;e;16,58;e;17;e
;130765658041;Gammelin;470;e;15,64;e;30;e
;130765658057;Groß Krams;165;e;10,40;e;16;e
;130765658064;Hoort;569;e;22,25;e;26;e
;130765658065;Hülseburg;155;e;9,09;e;17;e
;130765658070;Kirch Jesar;641;e;18,95;e;34;e
;130765658079;Kuhstorf;720;e;15,09;e;48;e
;130765658099;Moraas;484;e;16,78;e;29;e
;130765658110;Pätow-Steegen;408;e;10,65;e;38;e
;130765658111;Picher;618;e;39,09;e;16;e
;130765658116;Pritzier;431;e;19,55;e;22;e
;130765658119;Redefin;545;e;17,71;e;31;e
;130765658131;Strohkirchen;310;e;14,76;e;21;e
;130765658145;Warlitz;451;e;23,91;e;19;e
;130765658169;Toddin;880;e;31,66;e;28;e
;130765659001;Alt Krenzlin;749;e;37,90;e;20;e
;130765659018;Bresegard bei Eldena;187;e;11,10;e;17;e
;130765659046;Göhlen;532;e;34,02;e;16;e
;130765659058;Groß Laasch;933;e;27,42;e;34;e
;130765659086;Lübesse;676;e;19,92;e;34;e
;130765659087;Lüblow;555;e;21,60;e;26;e
;130765659118;Rastow;1850;e;52,03;e;36;e
;130765659134;Sülstorf;839;e;18,78;e;45;e
;130765659141;Uelitz;478;e;15,09;e;32;e
;130765659146;Warlow;494;e;13,91;e;36;e
;130765659156;Wöbbelin;904;e;23,51;e;38;e
;130765660012;Blievenstorf;429;e;21,60;e;20;e
;130765660017;Brenz;507;e;12,52;e;40;e
;130765660105;Neustadt-Glewe, Stadt;6668;e;94,12;e;71;e
;130765662035;Domsühl;1314;e;40,25;e;33;e
;130765662056;Groß Godems;389;e;15,42;e;25;e
;130765662068;Karrenzin;532;e;26,46;e;20;e
;130765662085;Lewitzrand;1367;e;46,76;e;29;e
;130765662120;Rom;791;e;33,71;e;23;e
;130765662126;Spornitz;1192;e;49,13;e;24;e
;130765662129;Stolpe;320;e;20,60;e;16;e
;130765662160;Ziegendorf;628;e;36,78;e;17;e
;130765662162;Zölkow;732;e;38,91;e;19;e
;130765662164;Obere Warnow;783;e;46,70;e;17;e
;130765663006;Barkhagen;581;e;30,39;e;19;e
;130765663114;Plau am See, Stadt;5981;e;116,27;e;51;e
;130765663166;Ganzlin;1384;e;87,94;e;16;e
;130765664011;Blankenberg;388;e;21,42;e;18;e
;130765664015;Borkow;427;e;28,08;e;15;e
;130765664020;Brüel, Stadt;2573;e;27,21;e;95;e
;130765664026;Dabel;1332;e;24,77;e;54;e
;130765664062;Hohen Pritz;358;e;23,70;e;15;e
;130765664072;Kobrow;409;e;37,47;e;11;e
;130765664078;Kuhlen-Wendorf;776;e;49,92;e;16;e
;130765664101;Mustin;348;e;26,19;e;13;e
;130765664128;Sternberg, Stadt;3866;e;67,70;e;57;e
;130765664148;Weitendorf;373;e;42,21;e;9;e
;130765664155;Witzin;452;e;18,79;e;24;e
;130765664167;Kloster Tempzin;555;e;24,95;e;22;e
;130765665036;Dümmer;1564;e;31,52;e;50;e
;130765665063;Holthusen;912;e;20,56;e;44;e
;130765665071;Klein Rogahn;1360;e;11,04;e;123;e
;130765665107;Pampow;3013;e;11,01;e;274;e
;130765665121;Schossin;250;e;11,42;e;22;e
;130765665130;Stralendorf;1337;e;12,03;e;111;e
;130765665147;Warsow;675;e;14,94;e;45;e
;130765665154;Wittenförden;2432;e;12,28;e;198;e
;130765665163;Zülow;143;e;7,13;e;20;e
;130765666152;Wittenburg, Stadt;6210;e;80,08;e;78;e
;130765666153;Wittendörp;2902;e;104,73;e;28;e
;130765667039;Gallin;568;e;22,71;e;25;e
;130765667073;Kogel;655;e;29,94;e;22;e
;130765667092;Lüttow-Valluhn;811;e;24,54;e;33;e
;130765667142;Vellahn;2732;e;106,70;e;26;e
;130765667159;Zarrentin am Schaalsee, Stadt;5299;e;91,90;e;58;e
;130765668005;Banzkow;2710;e;52,59;e;52;e
;130765668007;Barnin;471;e;17,02;e;28;e
;130765668023;Bülow;321;e;23,85;e;13;e
;130765668024;Cambs;606;e;20,78;e;29;e
;130765668025;Crivitz, Stadt;4618;e;75,85;e;61;e
;130765668029;Demen;822;e;46,82;e;18;e
;130765668033;Dobin am See;1970;e;35,03;e;56;e
;130765668038;Friedrichsruhe;870;e;34,67;e;25;e
;130765668044;Gneven;362;e;10,41;e;35;e
;130765668080;Langen Brütz;485;e;15,43;e;31;e
;130765668082;Leezen;2198;e;26,53;e;83;e
;130765668112;Pinnow;2005;e;18,75;e;107;e
;130765668113;Plate;3230;e;22,13;e;146;e
;130765668117;Raben Steinfeld;1079;e;9,60;e;112;e
;130765668133;Sukow;1472;e;21,36;e;69;e
;130765668140;Tramm;867;e;42,13;e;21;e
;130765668158;Zapel;436;e;11,63;e;37;e
;145110000000;Chemnitz, Stadt;240078;e;221,03;e;1086;e
;145210010010;Amtsberg;3694;e;23,27;e;159;e
;145210020020;Annaberg-Buchholz, Stadt;18942;e;28,15;e;673;e
;145210035035;Aue-Bad Schlema, Stadt;19278;e;36,43;e;529;e
;145210110110;Breitenbrunn/Erzgeb.;4943;e;60,00;e;82;e
